8.1	1	57.9	70	9.3	1014.8	16.1
14.7	1	57.9	62	13	1016.1	16.1
15.4	1	61	56	13	1016.2	16.1
14.4	-1	63	46	18.5	1016.4	16.1
15.4	1	60.1	64	0	1016.3	16.1
12.5	2	62.1	50	11.1	1015.9	16.1
2.3	2	66.9	32	20.4	1016.9	16.1
-0.1	2	66	34	27.8	1018	16.1
1.2	1	64	35	22.2	1019.2	16.1
1.5	0	62.1	37	33.3	1020	16.1
3.7	0	52	57	18.5	1022.1	16.1
2.8	-1	50	61	18.5	1022.8	16.1
6.3	-1	46.9	68	13	1023.7	16.1
5.8	-1	46	68	14.8	1024.2	16.1
5.1	0	45	68	16.7	1024.2	16.1
5.1	0	44.1	68	18.5	1024.6	16.1
6.1	0	44.1	65	20.4	1024.6	16.1
5.7	0	43	62	18.5	1025.3	16.1
6.3	0	43	65	16.7	1025.8	16.1
8.4	0	43	53	16.7	1026.5	16.1
8.6	0	46	40	18.5	1026.1	16.1
8.4	1	46.9	32	20.4	1026	16.1
9.7	1	46.9	30	14.8	1025.6	16.1
10.1	1	46.9	28	22.2	1025	16.1
9.9	1	48	24	18.5	1025	16.1
9.5	2	48	39	9.3	1025.5	16.1
0.2	2	51.1	23	27.8	1025.4	16.1
-0.9	2	50	26	22.2	1026	16.1
-0.7	2	48	27	11.1	1026.4	16.1
-2.1	2	46	29	9.3	1026.8	16.1
-4	2	44.1	34	11.1	1027.1	16.1
-4.6	3	39	41	13	1027.2	16.1
3.7	2	34	48	16.7	1025.9	16.1
7.3	2	30.9	54	13	1025	16.1
8.4	2	30.9	50	13	1023.4	16.1
7.8	2	32	48	20.4	1022.1	16.1
7.1	2	33.1	48	27.8	1021.3	16.1
6.8	2	33.1	43	22.2	1020.5	16.1
6.8	2	34	42	33.3	1019.4	16.1
7.4	2	37	46	33.3	1016.3	16.1
7.2	0	39	53	25.9	1014.8	16.1
9	0	39.9	63	25.9	1013.3	16.1
11.1	0	39.9	73	18.5	1012.1	16.1
10.9	0	41	70	20.4	1010.4	16.1
9	0	41	73	14.8	1009.1	16.1
9.9	-1	39.9	79	18.5	1008.5	16.1
8.2	-1	39	89	24.1	1007.3	11.3
8.3	-1	37.9	89	24.1	1007	8
8.1	-1	37.9	86	25.9	1006.9	8
7.5	0	41	70	11.1	1006.5	12.9
4.6	0	44.1	53	18.5	1006.2	16.1
3.9	0	44.1	45	14.8	1006.5	16.1
3.9	1	43	43	14.8	1006.8	16.1
3.4	2	39.9	58	9.3	1007.7	16.1
5.9	2	32	66	11.1	1007.4	16.1
9	1	35.1	59	7.4	1007.3	16.1
8.2	2	35.1	57	7.4	1007.4	16.1
7.9	1	37	54	0	1008	16.1
7.2	2	36	57	5.6	1007.9	16.1
8.1	2	37	57	14.8	1008	16.1
11.3	2	39	50	9.3	1008.4	16.1
11.1	2	43	43	7.4	1008.8	16.1
9.5	2	44.1	37	7.4	1008.8	16.1
7.3	2	44.1	38	7.4	1008.5	16.1
6.5	1	45	37	20.4	1007.7	16.1
4.9	1	46.9	36	27.8	1006.6	16.1
2.8	1	48	36	25.9	1005.6	16.1
3.2	0	46.9	36	31.5	1004.5	16.1
3.7	1	46	37	33.3	1004.2	16.1
1.7	0	46.9	39	37	1003.5	16.1
0.4	1	46.9	39	29.6	1003	16.1
-1.5	1	48.9	43	27.8	1002.7	16.1
-2.4	-1	48	42	33.3	1002.6	16.1
-1.3	2	44.1	60	31.5	1002.3	16.1
4.3	2	45	60	24.1	1001.1	16.1
5.3	2	43	65	16.7	1000.4	16.1
4.5	2	44.1	60	18.5	999.8	16.1
5.1	2	45	60	22.2	999.4	16.1
6.8	1	46	66	24.1	999.1	16.1
7.6	2	48	66	14.8	998.7	16.1
9.6	1	48.9	64	18.5	998.4	16.1
6	1	52	61	48.2	998.4	16.1
8	1	54	62	24.1	997.6	16.1
8.5	2	55	57	18.5	997.2	16.1
8.6	2	54	57	9.3	996.8	16.1
9.1	1	55.9	55	18.5	996	16.1
9.3	1	57.9	56	27.8	995.6	16.1
9	1	59	60	27.8	995.3	16.1
8.1	-1	57	69	40.7	994.6	16.1
2.9	0	57	89	29.6	994.5	11.3
2.2	-1	55	93	25.9	995.7	11.3
2.8	0	55	89	24.1	997.8	4.8
4.9	0	57	77	18.5	1000.5	16.1
5.3	0	57.9	75	18.5	1002.5	16.1
4.3	0	60.1	69	24.1	1004.3	16.1
0.7	0	57	69	20.4	1006.8	16.1
0.1	1	55.9	72	16.7	1007.4	16.1
0.7	1	55	72	13	1008.4	16.1
8.8	0	52	80	11.1	1009.2	16.1
9.1	0	46.9	83	0	1010.1	16.1
6.8	0	48	77	0	1011.5	16.1
5.4	0	46.9	77	0	1012.8	16.1
6.7	0	46	73	7.4	1015	16.1
7.3	0	45	71	11.1	1016	16.1
7.3	1	45	68	14.8	1016.7	16.1
9.1	1	45	60	18.5	1017.4	16.1
10.4	1	46	47	25.9	1018	16.1
2.8	1	46	40	24.1	1021.3	16.1
0.2	1	48	34	27.8	1022.9	16.1
1.1	1	46.9	36	18.5	1024.9	16.1
-1.7	2	46	34	14.8	1026.2	16.1
3.7	2	34	34	9.3	1029.6	16.1
7.6	2	30	41	5.6	1028.5	16.1
7.5	3	28.9	41	7.4	1028.6	16.1
7.6	3	30	40	0	1028.1	16.1
7.7	3	30	41	7.4	1028.2	16.1
8	3	28	45	11.1	1028.8	16.1
7.6	2	28.9	40	11.1	1028.7	16.1
9.9	2	34	30	16.7	1028.9	16.1
10.5	2	36	26	20.4	1028.7	16.1
10	2	37	24	18.5	1028.7	16.1
9.6	2	39	21	16.7	1028	16.1
7.7	3	39.9	19	18.5	1026.8	16.1
5.8	3	41	16	24.1	1026.3	16.1
1.9	3	43	18	20.4	1025.7	16.1
-3.6	3	42.1	25	29.6	1025.9	16.1
-4.3	2	39.9	28	24.1	1026.5	16.1
-4.3	2	37.9	25	24.1	1026.9	16.1
-4.1	2	35.1	27	37	1027.1	16.1
-3	2	32	35	29.6	1026.2	16.1
4.7	1	27	45	35.2	1024.5	16.1
5	0	26.1	49	31.5	1023.8	16.1
7.4	1	27	43	24.1	1023.2	16.1
7.8	1	28	49	31.5	1020.8	16.1
9.3	1	28	56	31.5	1019.8	16.1
9.3	0	28.9	64	31.5	1019.5	16.1
9.4	0	30	66	27.8	1019.4	16.1
10.2	0	30	75	27.8	1018.3	16.1
11.9	0	30.9	76	24.1	1017.6	16.1
13.9	0	32	82	31.5	1016.2	16.1
14.6	0	33.1	89	25.9	1015.3	16.1
15.3	0	34	96	25.9	1013.9	16.1
15.1	-1	36	97	27.8	1012.5	16.1
16	-1	39	96	31.5	1010.5	9.7
14.2	-1	44.1	96	14.8	1008.8	4.8
13.4	-1	43	97	9.3	1009.2	4
13.5	-1	42.8	93	9.3	1009	6.4
13.8	-1	43	89	13	1009.4	12.9
15.4	0	43	89	11.1	1009.8	8
14.1	-1	42.1	89	11.1	1010.3	12.9
11.9	-1	42.1	82	7.4	1010.5	9.7
5.5	-1	44.1	71	9.3	1012.5	16.1
3.9	0	43	65	13	1013	16.1
5	0	42.1	60	18.5	1013.5	16.1
6.5	0	39.9	55	16.7	1014.4	16.1
7.6	0	37.9	53	14.8	1015.4	16.1
8.4	-2	37.9	45	13	1016.2	16.1
9	2	37.9	41	5.6	1017.2	14.5
9.6	2	39.9	27	16.7	1015.2	16.1
6.6	2	42.1	25	20.4	1014.2	16.1
4.1	2	43	22	24.1	1013.5	16.1
1.7	2	43	21	35.2	1011.9	16.1
1.5	2	43	21	42.6	1011.4	16.1
1.6	2	41	21	35.2	1011	16.1
1	2	42.1	22	33.3	1010.3	16.1
1.2	2	39	26	44.4	1009.4	16.1
1.6	2	37.9	28	50	1008.3	16.1
3.3	2	37	29	51.9	1006.7	16.1
7	1	36	44	42.6	1003	16.1
8.9	0	36	59	46.3	1000	16.1
8.8	0	37.9	68	55.6	995.8	16.1
8	1	41	65	38.9	992.5	16.1
5.2	0	41	62	42.6	992	16.1
6.4	0	42.1	79	27.8	992	16.1
9.2	0	44.1	85	24.1	991.9	16.1
6.5	1	50	83	13	991.7	16.1
7.8	1	50	83	24.1	993.3	16.1
9.1	2	51.1	83	22.2	994.1	16.1
9.1	1	51.1	80	18.5	994.1	16.1
6.4	2	55	49	11.1	993.6	16.1
3.2	2	55	49	14.8	993.9	16.1
-0.2	1	57	47	25.9	994.2	16.1
