0.032	0	57.9	70	9.3	1014.8	16.1
0.023	1	57.9	62	13	1016.1	16.1
0.024	1	61	56	13	1016.2	16.1
0	1	63	46	18.5	1016.4	16.1
0	-1	60.1	64	0	1016.3	16.1
0.027	1	62.1	50	11.1	1015.9	16.1
0.009	1	64.9	43	11.1	1016.2	16.1
0.037	2	66.9	32	20.4	1016.9	16.1
0.045	2	66	34	27.8	1018	16.1
0.044	2	64	35	22.2	1019.2	16.1
0.041	1	62.1	37	33.3	1020	16.1
0.033	0	52	57	18.5	1022.1	16.1
0.029	0	50	61	18.5	1022.8	16.1
0.027	0	48	68	16.7	1023.2	16.1
0.024	-1	46.9	68	13	1023.7	16.1
0.021	-1	46	68	14.8	1024.2	16.1
0.022	-1	45	68	16.7	1024.2	16.1
0.035	0	43	65	16.7	1025.8	16.1
0.036	0	43	62	14.8	1026.6	16.1
0.036	0	43	53	16.7	1026.5	16.1
0.034	0	46	40	18.5	1026.1	16.1
0.034	0	46.9	32	20.4	1026	16.1
0.034	1	46.9	30	14.8	1025.6	16.1
0.031	1	46.9	28	22.2	1025	16.1
0.036	1	48	24	18.5	1025	16.1
0.039	1	48	39	9.3	1025.5	16.1
0.04	1	51.1	21	20.4	1025.5	16.1
0.041	2	51.1	23	27.8	1025.4	16.1
0.04	2	50	26	22.2	1026	16.1
0.041	2	48	27	11.1	1026.4	16.1
0.04	2	46	29	9.3	1026.8	16.1
0.039	2	44.1	34	11.1	1027.1	16.1
0.038	2	41	35	16.7	1027.2	16.1
0.036	2	39	41	13	1027.2	16.1
0.035	2	36	46	16.7	1026.5	16.1
0.032	3	34	48	16.7	1025.9	16.1
0.032	2	30.9	54	13	1025	16.1
0.029	2	30.9	50	13	1023.4	16.1
0.032	2	32	48	20.4	1022.1	16.1
0.036	2	34	42	33.3	1019.4	16.1
0.037	2	36	41	31.5	1018	16.1
0.037	2	37	46	33.3	1016.3	16.1
0.036	2	39	53	25.9	1014.8	16.1
0.034	0	39.9	63	25.9	1013.3	16.1
0.03	0	39.9	73	18.5	1012.1	16.1
0.028	0	41	70	20.4	1010.4	16.1
0.031	0	41	73	14.8	1009.1	16.1
0.032	0	39.9	79	18.5	1008.5	16.1
0.033	-1	39	89	22.2	1008.1	14.5
0.027	-1	39	89	24.1	1007.3	11.3
0.031	-1	37.9	89	24.1	1007	8
0.031	-1	37.9	86	25.9	1006.9	8
0.031	-1	41	70	11.1	1006.5	12.9
0.026	0	44.1	53	18.5	1006.2	16.1
0.026	0	44.1	45	14.8	1006.5	16.1
0.024	0	43	43	14.8	1006.8	16.1
0.02	0	42.1	47	13	1007.4	16.1
0.005	1	39.9	58	9.3	1007.7	16.1
0.004	2	32	66	11.1	1007.4	16.1
0.005	2	35.1	59	7.4	1007.3	16.1
0.001	1	35.1	57	7.4	1007.4	16.1
0.02	2	37	57	14.8	1008	16.1
0.024	2	37.9	60	18.5	1008.2	16.1
0.013	2	39	50	9.3	1008.4	16.1
0	2	43	43	7.4	1008.8	16.1
0.001	2	44.1	37	7.4	1008.8	16.1
0.012	2	44.1	38	7.4	1008.5	16.1
0.031	2	45	37	20.4	1007.7	16.1
0.036	1	46.9	36	27.8	1006.6	16.1
0.038	1	48	36	25.9	1005.6	16.1
0.038	1	46.9	36	29.6	1004.7	16.1
0.037	1	46.9	36	31.5	1004.5	16.1
0.036	0	46	37	33.3	1004.2	16.1
0.036	1	46.9	39	37	1003.5	16.1
0.034	0	46.9	39	29.6	1003	16.1
0.033	1	48.9	43	27.8	1002.7	16.1
0.032	1	48	42	33.3	1002.6	16.1
0.032	-1	44.1	60	31.5	1002.3	16.1
0.027	1	46	56	25.9	1001.7	16.1
0.023	2	45	60	24.1	1001.1	16.1
0.019	2	43	65	16.7	1000.4	16.1
0.013	2	44.1	60	18.5	999.8	16.1
0.022	2	45	60	22.2	999.4	16.1
0.023	2	48.9	64	18.5	998.4	16.1
0.026	1	50	63	24.1	998.5	16.1
0.028	1	52	61	48.2	998.4	16.1
0.03	1	54	62	24.1	997.6	16.1
0.028	1	55	57	18.5	997.2	16.1
0.014	2	54	57	9.3	996.8	16.1
0.011	2	55.9	55	18.5	996	16.1
0.029	1	57.9	56	27.8	995.6	16.1
0.036	1	59	60	27.8	995.3	16.1
0.037	1	57.9	67	29.6	995	16.1
0.038	1	57	69	40.7	994.6	16.1
0.043	-1	57	89	29.6	994.5	11.3
0.031	0	55	93	25.9	995.7	11.3
0.024	-1	55	89	24.1	997.8	4.8
0.027	0	57	77	18.5	1000.5	16.1
0.033	0	57.9	75	18.5	1002.5	16.1
0.031	0	60.1	69	24.1	1004.3	16.1
0.031	0	57.9	72	14.8	1005.7	16.1
0.026	0	57	69	20.4	1006.8	16.1
0.02	0	55.9	72	16.7	1007.4	16.1
0.019	1	55	72	13	1008.4	16.1
0.011	1	52	80	11.1	1009.2	16.1
0.016	0	46.9	77	0	1012.8	16.1
0.021	0	46	76	0	1014.2	16.1
0.019	0	46	73	7.4	1015	16.1
0.026	0	45	71	11.1	1016	16.1
0.036	0	45	68	14.8	1016.7	16.1
0.039	1	45	60	18.5	1017.4	16.1
0.041	1	46	47	25.9	1018	16.1
0.039	1	46	40	24.1	1021.3	16.1
0.038	1	48	34	27.8	1022.9	16.1
0.038	1	46.9	36	18.5	1024.9	16.1
0.034	1	46	34	14.8	1026.2	16.1
0.031	2	41	31	13	1028.7	16.1
0.027	2	37.9	32	7.4	1029.6	16.1
0.016	2	37	30	0	1029.5	16.1
0.017	2	34	34	9.3	1029.6	16.1
0.006	2	30	41	5.6	1028.5	16.1
0.001	2	28.9	41	7.4	1028.6	16.1
0.027	3	28.9	40	11.1	1028.7	16.1
0.029	2	33.1	32	14.8	1028.8	16.1
0.032	2	34	30	16.7	1028.9	16.1
0.035	2	36	26	20.4	1028.7	16.1
0.032	2	37	24	18.5	1028.7	16.1
0.032	2	39	21	16.7	1028	16.1
0.032	2	39.9	19	18.5	1026.8	16.1
0.033	3	41	16	24.1	1026.3	16.1
0.038	3	43	18	20.4	1025.7	16.1
0.04	3	43	18	20.4	1025.5	16.1
